Opp. Id;ContactId;RecordType.Name;Account.Name;Amount;Platform__c;CloseDate;Donation_Date__c;StageName;Campaign.Name
0065G00000WOEXGQA5;;Expansion Income;`3613;200;;22.10.2020;;Awarded;
0065G00000WOEdEQAX;003f400000GtceBAAR;Silent Auction Purchase;`5059;2550;;30.06.2020;;Closed Won;2020 EWC
0065G00000WOEf0QAH;003f400001IklhmAAB;Donation;`0211;50;Facebook;12.10.2020;;Closed Won;
0065G00000WOEf1QAH;0035G00001aanl2QAA;Donation;`0219;80;Facebook;16.10.2020;;Closed Won;
0065G00000WOEf2QAH;0035G00001aanl3QAA;Donation;`0277;10;Facebook;15.10.2020;;Closed Won;
0065G00000WOEf3QAH;003f40000172pcSAAQ;Donation;`3448;17;Facebook;9.10.2020;;Closed Won;
0065G00000WOEf4QAH;003f400001CvIsMAAV;Donation;`0562;100;Facebook;9.10.2020;;Closed Won;
0065G00000WOEf5QAH;0035G00001aanl4QAA;Donation;`0617;30;Facebook;11.10.2020;;Closed Won;
0065G00000WOEf6QAH;003f400001LtyQrAAJ;Donation;`0772;100;Facebook;9.10.2020;;Closed Won;
0065G00000WOEf7QAH;003f4000018sDaFAAU;Donation;`1013;50;Facebook;9.10.2020;;Closed Won;
0065G00000WOEf8QAH;0035G00001aanl5QAA;Donation;`1090;25;Facebook;9.10.2020;;Closed Won;
0065G00000WOEf9QAH;003f400001CwHU7AAN;Donation;`1100;50;Facebook;24.10.2020;;Closed Won;
0065G00000WOEfAQAX;0035G00001aanl6QAA;Donation;`1180;50;Facebook;9.10.2020;;Closed Won;
0065G00000WOEfBQAX;0035G00001aanl7QAA;Donation;`1414;40;Facebook;15.10.2020;;Closed Won;
0065G00000WOEfCQAX;003f40000172nd1AAA;Donation;`1435;60;Facebook;9.10.2020;;Closed Won;
0065G00000WOEfDQAX;0035G00001aanl8QAA;Donation;`1651;25;Facebook;15.10.2020;;Closed Won;
0065G00000WOEfEQAX;0035G00001aanl9QAA;Donation;`1737;71,33;Facebook;10.10.2020;;Closed Won;
0065G00000WOEfFQAX;0035G00001aanlAQAQ;Donation;`1788;10;Facebook;11.10.2020;;Closed Won;
0065G00000WOEfGQAX;0035G00001aanlBQAQ;Donation;`1840;100;Facebook;10.10.2020;;Closed Won;
0065G00000WOEfHQAX;003f40000172nuoAAA;Donation;`2048;85;Facebook;9.10.2020;;Closed Won;
0065G00000WOEfIQAX;003f40000172nuoAAA;Donation;`2048;50;Facebook;15.10.2020;;Closed Won;
0065G00000WOEfJQAX;0035G00001aanlCQAQ;Donation;`2140;20;Facebook;9.10.2020;;Closed Won;
0065G00000WOEfKQAX;0035G00001aanlDQAQ;Donation;`2141;50;Facebook;9.10.2020;;Closed Won;
0065G00000WOEfLQAX;003f400001Th9qbAAB;Donation;`2222;50;Facebook;9.10.2020;;Closed Won;
0065G00000WOEfMQAX;003f40000172od4AAA;Donation;`2437;17;Facebook;9.10.2020;;Closed Won;
0065G00000WOEfNQAX;0035G00001aanlEQAQ;Donation;`2631;25;Facebook;16.10.2020;;Closed Won;
0065G00000WOEfOQAX;003f40000172ouQAAQ;Donation;`2773;100;Facebook;10.10.2020;;Closed Won;
0065G00000WOEfPQAX;0035G00001aanlFQAQ;Donation;`2814;50;Facebook;9.10.2020;;Closed Won;
0065G00000WOEfQQAX;003f40000172ougAAA;Donation;`1708;17;Facebook;9.10.2020;;Closed Won;
0065G00000WOEfRQAX;003f400001F4UK4AAN;Donation;`2926;10;Facebook;9.10.2020;;Closed Won;
0065G00000WOEfSQAX;003f400001LtyVDAAZ;Donation;`3128;65;Facebook;18.10.2020;;Closed Won;
0065G00000WOEfTQAX;0035G00001aanlGQAQ;Donation;`3303;50;Facebook;16.10.2020;;Closed Won;
0065G00000WOEfUQAX;0035G00001aanlHQAQ;Donation;`3508;10;Facebook;29.10.2020;;Closed Won;
0065G00000WOEfVQAX;0035G00001aanlIQAQ;Donation;`3538;25;Facebook;9.10.2020;;Closed Won;
0065G00000WOEfWQAX;0035G00001aanlJQAQ;Donation;`3542;100;CTK Website;12.10.2020;;Closed Won;
0065G00000WOEfXQAX;0035G00001aanlKQAQ;Donation;`3558;40;CTK Website;15.10.2020;;Closed Won;
0065G00000WOEfYQAX;0035G00001aanlLQAQ;Donation;`3582;25;Facebook;24.10.2020;;Closed Won;
0065G00000WOEfZQAX;0035G00001aanlMQAQ;Donation;`3810;25;Facebook;17.10.2020;;Closed Won;
0065G00000WOEfaQAH;003f400000GtTbiAAF;Donation;`3938;17;Facebook;9.10.2020;;Closed Won;
0065G00000WOEfbQAH;0035G00001aanlNQAQ;Donation;`4623;100;Facebook;16.10.2020;;Closed Won;
0065G00000WOEfcQAH;003f40000172qniAAA;Donation;`4656;55;Facebook;24.10.2020;;Closed Won;
0065G00000WOEfdQAH;0035G00001aanlOQAQ;Donation;`4787;100;CTK Website;30.10.2020;;Closed Won;
0065G00000WOEfeQAH;003f400001JzDtBAAV;Donation;`5001;100;Facebook;4.10.2020;;Closed Won;
0065G00000WOEffQAH;0035G00001aanlPQAQ;Donation;`5083;25;Facebook;15.10.2020;;Closed Won;
0065G00000WOEfgQAH;0035G00001aanlQQAQ;Donation;`5285;50;Facebook;9.10.2020;;Closed Won;
0065G00000WOEfhQAH;003f400001YOw1kAAD;Donation;`5297;10;Facebook;16.10.2020;;Closed Won;
0065G00000WOEfiQAH;003f400001YOw1kAAD;Donation;`5297;10;Facebook;16.10.2020;;Closed Won;
0065G00000WOEfjQAH;0035G00001aanlRQAQ;Donation;`5348;5;Facebook;24.10.2020;;Closed Won;
0065G00000WOEfkQAH;0035G00001aanlSQAQ;Donation;`5424;10;Facebook;15.10.2020;;Closed Won;
0065G00000WOEflQAH;003f4000018sDafAAE;Donation;`4319;153,84;Truist;29.10.2020;;Closed Won;United Way
0065G00000WOEfmQAH;003f400000GtcEPAAZ;Donation;`3838;769,24;Truist;29.10.2020;;Closed Won;United Way
0065G00000WOEfnQAH;003f40000172nr0AAA;Donation;`2012;76,94;Truist;29.10.2020;;Closed Won;United Way
0065G00000WOEfoQAH;003f40000172pccAAA;Donation;`3637;25,2;Give Lively;18.10.2020;;Closed Won;2020 EWC
0065G00000WOEfpQAH;003f400001HnSOnAAN;Donation;`3572;25,2;CTK Website;23.10.2020;;Closed Won;
0065G00000WOEfqQAH;003f40000172mVkAAI;Donation;`0414;23;CTK Website;27.10.2020;;Closed Won;
0065G00000WOK8KQAX;0035G00002FzLXzQAN;Silent Auction Purchase;`3576;350;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOK8eQAH;003f40000172my4AAA;Silent Auction Purchase;`1012;250;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOK8oQAH;003f400001Th9qhAAB;Silent Auction Purchase;`2308;290;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOK8pQAH;003f40000172nZiAAI;Silent Auction Purchase;`1738;260;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOK8qQAH;003f400001LtySgAAJ;Silent Auction Purchase;`1556;35;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOK9NQAX;003f400001Th9qqAAB;Silent Auction Purchase;`2443;170;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOK9OQAX;003f400001Th9oqAAB;Silent Auction Purchase;`0224;55;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOK9PQAX;003f400001Th9qKAAR;Silent Auction Purchase;`2018;45;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOK9cQAH;003f400001Th9qvAAB;Silent Auction Purchase;`2541;200;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOK9dQAH;003f400001IklioAAB;Silent Auction Purchase;`5304;305;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOK9eQAH;0035G00001aay91QAA;Silent Auction Purchase;`4080;210;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOK9fQAH;003f40000172qZbAAI;Silent Auction Purchase;`4202;500;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOKA6QAP;003f400001Th9rpAAB;Silent Auction Purchase;`3530;210;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOKA7QAP;003f400000GtEbZAAV;Silent Auction Purchase;`0772;260;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOKA8QAP;003f400001Th9ogAAB;Silent Auction Purchase;`0088;45;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOKAuQAP;003f400001LtyXbAAJ;Silent Auction Purchase;`4205;55;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOKBEQA5;003f400001Th9oqAAB;Silent Auction Purchase;`0224;35;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOMNTQA5;003f40000172pccAAA;Donation;`3637;25,2;Give Lively;18.08.2020;;Closed Won;2020 EWC
0065G00000WOMPeQAP;003f400001CwHw3AAF;Donation;`3327;2500;;16.07.2020;;Closed Won;2020 EWC
0065G00000WOMRHQA5;003f400001ZUADIAA5;Donation;`0530;70;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOMTHQA5;0035G00001ab3iZQAQ;Donation;`1012;50;;15.06.2020;;Closed Won;2020 EWC
0065G00000WOMTWQA5;003f40000172nBnAAI;Donation;`1384;50;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOMTXQA5;003f400001Ikli8AAB;Donation;`2365;25;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOMTbQAP;003f400001Th9pJAAR;Donation;`0604;100;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOMTvQAP;003f40000172oEJAAY;Donation;`2132;70;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOMV8QAP;0035G00001ab3pKQAQ;Donation;`3346;25;;18.06.2020;;Closed Won;2020 EWC
0065G00000WOMVmQAP;003f40000172oEZAAY;Donation;`2275;100;Instagram;18.06.2020;;Closed Won;2020 EWC
0065G00000WOU9gQAH;003f40000172ndDAAQ;Donation;`1556;1300;;17.11.2020;;Closed Won;2020 Year End
0065G00000WOUIeQAP;;Donation;`1352;2300;;19.11.2020;;Closed Won;
0065G00000WOUIfQAP;003f40000172nZhAAI;Donation;`1717;10000;;19.11.2020;;Closed Won;2020 Year End
0065G00000WOUJIQA5;;Grant;`0131;59997,1;;19.11.2020;;Awarded;
0065G00000WOUJhQAP;003f40000172mu1AAA;Donation;`0950;1000;CTK Website;13.11.2020;;Closed Won;2020 Year End
0065G00000WOUJiQAP;003f4000018pJhFAAU;Donation;`1165;25;CTK Website;3.11.2020;;Closed Won;2020 Year End
0065G00000XHDqvQAH;003f40000172mu0AAA;Donation;`0936;150;;23.11.2020;;Closed Won;2020 Year End
0065G00000XHVLYQA5;003f40000172muLAAQ;Donation;`1030;200;;27.11.2020;;Closed Won;2020 Year End
0065G00000XHVOtQAP;003f40000172ocFAAQ;Donation;`2437;200;;27.11.2020;;Closed Won;2020 Year End
0065G00000XHVPDQA5;003f4000018pJiMAAU;Donation;`4573;100;;27.11.2020;;Closed Won;2020 Year End
0065G00000XHVPwQAP;0035G00001acBxEQAU;Donation;`4593;25;;27.11.2020;;Closed Won;2020 Year End
0065G00000XHVPxQAP;003f4000018pJiHAAU;Donation;`1863;100;;27.11.2020;;Closed Won;2020 Year End
0065G00000XHVREQA5;003f40000172rFKAAY;Donation;`4827;20;;27.11.2020;;Closed Won;2020 Year End
0065G00000XHa0SQAT;003f400001CvQtPAAV;Donation;`4849;250;;1.12.2020;;Closed Won;2020 Year End
0065G00000XHa1kQAD;003f40000172qoEAAQ;Donation;`4432;2500;;30.11.2020;;Closed Won;
0065G00000XHa2pQAD;003f40000172rJOAAY;Donation;`4807;200;CTK Website;23.11.2020;;Closed Won;2020 Year End
0065G00000XHa2qQAD;003f40000172ouTAAQ;Donation;`2793;35;CTK Website;24.11.2020;;Closed Won;2020 Year End
0065G00000XHa5wQAD;003f400001NmZonAAF;Donation;`0861;100;CTK Website;25.11.2020;;Closed Won;2020 Year End
0065G00000XHa7sQAD;0035G00001acJMXQA2;Donation;`4682;50;CTK Website;27.11.2020;;Closed Won;2020 Year End
0065G00000XHsrlQAD;0035G00001acquBQAQ;Donation;`4193;100;;4.12.2020;;Closed Won;
0065G00000XHsrvQAD;003f40000172pbpAAA;Donation;`3826;250;;4.12.2020;;Closed Won;2020 Year End
0065G00000XHssAQAT;003f40000172qZhAAI;Donation;`4275;100;;4.12.2020;;Closed Won;2020 Year End
0065G00000XHssFQAT;003f40000172mCFAAY;Donation;`0246;25;;4.12.2020;;Closed Won;2020 Year End
0065G00000XHssPQAT;003f40000172rJfAAI;Donation;`5088;25;;4.12.2020;;Closed Won;2020 Year End
0065G00000XHssQQAT;003f40000172oLQAAY;Donation;`2109;100;;4.12.2020;;Closed Won;2020 Year End
0065G00000XHssRQAT;003f4000018sDaBAAU;Donation;`1318;100;;4.12.2020;;Closed Won;2020 Year End
0065G00000XHssjQAD;003f40000172qZcAAI;Donation;`4216;250;;4.12.2020;;Closed Won;2020 Year End
0065G00000XHtU1QAL;0035G00001cdO4vQAE;Donation;`4311;5;Instagram;30.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUFQA1;0035G00001acrz3QAA;Donation;`0048;100;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUGQA1;003f400001Th9oeAAB;Donation;`0055;20;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUHQA1;003f400001X0aXfAAJ;Donation;`0055;10;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUIQA1;0035G00001acrz4QAA;Donation;`0070;20;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUJQA1;003f400001LtyPnAAJ;Donation;`0071;20;Facebook;3.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUKQA1;003f400001JzDt7AAF;Donation;`0083;100;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtULQA1;0035G00001acrz5QAA;Donation;`0083;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUMQA1;003f400001JzDt0AAF;Donation;`0170;30;Facebook;30.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUNQA1;003f40000172m1wAAA;Donation;`0236;20;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUOQA1;0035G00001acrz6QAA;Donation;`0255;10;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUPQA1;0035G00001acrz7QAA;Donation;`0266;25;Facebook;3.12.2020;;Closed Won;
0065G00000XHtUQQA1;0035G00001acrz8QAA;Donation;`0300;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtURQA1;003f400001LtyQIAAZ;Donation;`0359;20;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUSQA1;003f400001LtyQKAAZ;Donation;`0365;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUTQA1;0035G00001acrz9QAA;Donation;`0451;50;Facebook;3.12.2020;;Closed Won;
0065G00000XHtUUQA1;0035G00001acrzAQAQ;Donation;`0571;20;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUVQA1;003f400001HnSLaAAN;Donation;`0591;500;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUWQA1;0035G00001acrzBQAQ;Donation;`0625;50;Facebook;3.12.2020;;Closed Won;
0065G00000XHtUXQA1;0035G00001acrzCQAQ;Donation;`0692;20;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUYQA1;003f400001X0aYYAAZ;Donation;`0749;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUZQA1;003f400001X0ae0AAB;Donation;`0791;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUaQAL;003f400001CwHU3AAN;Donation;`0874;25;Facebook;30.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUbQAL;003f400001CvIt7AAF;Donation;`0874;40;Facebook;2.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUcQAL;0035G00001acrzDQAQ;Donation;`0926;38,23;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUdQAL;0035G00001acrzEQAQ;Donation;`0936;25;Facebook;30.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUeQAL;003f400001Rjtu1AAB;Donation;`1051;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUfQAL;003f400001CwHU7AAN;Donation;`1100;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUgQAL;003f400001LtyRtAAJ;Donation;`1181;25;Facebook;30.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUhQAL;003f400001X0aZpAAJ;Donation;`1259;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUiQAL;003f40000172nC8AAI;Donation;`1300;50;Facebook;1.12.2020;;Closed Won;2020 Year End
0065G00000XHtUjQAL;0035G00001acrzFQAQ;Donation;`1468;20;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUkQAL;0035G00001acrzGQAQ;Donation;`1562;20;Facebook;25.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUlQAL;0035G00001acrzHQAQ;Donation;`1671;10;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUmQAL;003f40000172nZiAAI;Donation;`1738;75;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUnQAL;0035G00001acrzIQAQ;Donation;`1741;20;Facebook;4.12.2020;;Closed Won;
0065G00000XHtUoQAL;003f400001CwHUBAA3;Donation;`1745;30;Facebook;2.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUpQAL;003f400001CwHUDAA3;Donation;`1828;100;Facebook;2.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUqQAL;003f400001X0aY4AAJ;Donation;`1986;5;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUrQAL;003f40000172nquAAA;Donation;`1992;10;Facebook;3.12.2020;;Closed Won;2020 Year End
0065G00000XHtUsQAL;003f400001JzDtYAAV;Donation;`2026;100;Facebook;2.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUtQAL;003f40000172oECAAY;Donation;`2096;100;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUuQAL;0035G00001acrzJQAQ;Donation;`2209;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUvQAL;003f400000GtEdLAAV;Donation;`2239;500;Facebook;3.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUwQAL;003f400000GtcYrAAJ;Donation;`5464;5000;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUxQAL;003f40000172oEcAAI;Donation;`2283;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtUyQAL;0035G00001acrzKQAQ;Donation;`2297;50;Facebook;3.12.2020;;Closed Won;
0065G00000XHtUzQAL;003f400001Ikli8AAB;Donation;`2365;50;Facebook;30.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtV0QAL;003f400001FxN1uAAF;Donation;`2543;50;Facebook;2.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtV1QAL;003f40000172ouKAAQ;Donation;`2730;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtV2QAL;0035G00001acrzLQAQ;Donation;`2807;20;Facebook;30.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtV3QAL;003f400001HnSO3AAN;Donation;`2848;40;Facebook;1.12.2020;;Closed Won;2020 Year End
0065G00000XHtV4QAL;003f400001X0aZ5AAJ;Donation;`3042;20;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtV5QAL;003f400001LtyV7AAJ;Donation;`3094;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtV6QAL;0035G00001acrzNQAQ;Donation;`3199;28;Facebook;30.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtV7QAL;0035G00001acrzOQAQ;Donation;`3224;5;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtV8QAL;0035G00001acrzOQAQ;Donation;`3224;15;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtV9QAL;0035G00001acrzPQAQ;Donation;`3274;25;Facebook;3.12.2020;;Closed Won;
0065G00000XHtVAQA1;003f400001CvIsPAAV;Donation;`3300;30;Facebook;1.12.2020;;Closed Won;2020 Year End
0065G00000XHtVBQA1;003f400001CwHUPAA3;Donation;`3331;100;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVCQA1;0035G00001acrzQQAQ;Donation;`3340;10;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVDQA1;0035G00001acrzRQAQ;Donation;`3371;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVEQA1;0035G00001acrzSQAQ;Donation;`3445;20;Facebook;24.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVFQA1;003f40000172pbdAAA;Donation;`4897;50;Facebook;26.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVGQA1;0035G00001acrzTQAQ;Donation;`3596;50;Facebook;3.12.2020;;Closed Won;
0065G00000XHtVHQA1;003f40000172pc4AAA;Donation;`3701;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVIQA1;003f40000172q6XAAQ;Donation;`3781;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVJQA1;003f400001X0aZNAAZ;Donation;`3817;5;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVKQA1;0035G00001acrzUQAQ;Donation;`3857;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVLQA1;0035G00001acrzVQAQ;Donation;`3887;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVMQA1;003f400001Th9sFAAR;Donation;`4000;37;Facebook;24.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVNQA1;003f400001Th9sFAAR;Donation;`4000;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVOQA1;0035G00001acrzWQAQ;Donation;`4019;40;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVPQA1;003f40000172m1XAAQ;Donation;`0038;300;Facebook;30.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVQQA1;003f400001HnSPdAAN;Donation;`4196;20;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVRQA1;003f400001CvQtOAAV;Donation;`4220;250;Facebook;1.12.2020;;Closed Won;2020 Year End
0065G00000XHtVSQA1;003f400000FhJtbAAF;Donation;`4244;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVTQA1;003f400000FhJtbAAF;Donation;`4244;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVUQA1;003f400000FhJtbAAF;Donation;`4244;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVVQA1;003f40000172qZkAAI;Donation;`4301;100;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVWQA1;0035G00001acrzXQAQ;Donation;`4352;15;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVXQA1;003f40000173jK2AAI;Donation;`4413;100;Facebook;2.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVYQA1;003f400001R59sgAAB;Donation;`4440;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVZQA1;0035G00001acrzYQAQ;Donation;`4460;30;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVaQAL;003f400001LtyY8AAJ;Donation;`4501;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVbQAL;0035G00001acrzZQAQ;Donation;`4515;90;Facebook;30.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVcQAL;0035G00001acrzaQAA;Donation;`4519;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVdQAL;0035G00001acrzbQAA;Donation;`4559;20;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVeQAL;003f400001X0aZKAAZ;Donation;`4577;50;Facebook;2.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVfQAL;003f400000GtccUAAR;Donation;`4630;500;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVgQAL;0035G00001acrzcQAA;Donation;`4637;100;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVhQAL;003f400001LtyYVAAZ;Donation;`4656;300;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtViQAL;003f400001ZUADIAA5;Donation;`0530;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVjQAL;0035G00001acrzeQAA;Donation;`4681;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVkQAL;0035G00001acrzfQAA;Donation;`4762;50;Facebook;24.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVlQAL;0035G00001acrzgQAA;Donation;`4788;10;Facebook;30.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVmQAL;0035G00001acrzhQAA;Donation;`4810;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVnQAL;0035G00001acrziQAA;Donation;`4825;50;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVoQAL;0035G00001acrzjQAA;Donation;`4898;10;Facebook;24.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVpQAL;003f40000172raXAAQ;Donation;`5292;100;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVqQAL;003f400001LtyYvAAJ;Donation;`4961;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVrQAL;003f400001JzDt8AAF;Donation;`4977;100;Facebook;30.11.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVsQAL;003f400001YOuxjAAD;Donation;`5025;25;Facebook;2.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVtQAL;003f400000QHGM1AAP;Donation;`1477;100;Facebook;30.11.2020;;Closed Won;2020 Year End
0065G00000XHtVuQAL;003f400000QHGM1AAP;Donation;`1477;400;Facebook;30.11.2020;;Closed Won;2020 Year End
0065G00000XHtVvQAL;003f400000QHGM1AAP;Donation;`1477;100;Facebook;1.12.2020;;Closed Won;2020 Year End
0065G00000XHtVwQAL;003f400001V0YL9AAN;Donation;`5061;250;Facebook;3.12.2020;;Closed Won;
0065G00000XHtVxQAL;0035G00001acrzkQAA;Donation;`5263;25;Facebook;3.12.2020;;Closed Won;
0065G00000XHtVyQAL;0035G00001acrzlQAA;Donation;`5270;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtVzQAL;003f400001F4ULJAA3;Donation;`5286;25;Facebook;1.12.2020;;Closed Won;Giving Tuesday 2020
0065G00000XHtW0QAL;003f400001YOw1kAAD;Donation;`5297;10;Facebook;1.12.2020;;Closed Won;2020 Year End
